product,section,content
Smart Skin Cream SPF 50+/PA+++,cara_pemakaian,1. Gunakan di pagi hari setelah pemakaian skincare BSKIN dan di siang hari untuk reapply jika diperlukan 
Smart Skin Cream SPF 50+/PA+++,cara_pemakaian,2. Tuangkan secukupnya di punggung tangan 
Smart Skin Cream SPF 50+/PA+++,cara_pemakaian,"3. Bagi ke lima titik wajah (dagu, pipi, hidung, dan dahi) lalu ratakan dengan jari tangan atau spons makeup "
Smart Skin Cream SPF 50+/PA+++,cara_pemakaian,"4. Tambahkan area pemakaian pada kulit yang memiliki flek, area bawah mata atau bekas jerawat (gunakan seperti concealer)"
3C Spot Treatment,cara_pemakaian,1. Gunakan pada pagi dan malam hari setelah pemakaian skincare BSKIN 
3C Spot Treatment,cara_pemakaian,2. Oleskan hanya pada area berjerawat
Flawless Finish Perfecting Loose Powder,cara_pemakaian,1. Gunakan pada pagi dan siang hari setelah pemakaian skincare BSKIN dan SS Cream 
Flawless Finish Perfecting Loose Powder,cara_pemakaian,2. Tuang sedikit Loose Powder pada tutup bedak 
Flawless Finish Perfecting Loose Powder,cara_pemakaian,3. Gunakan spons dan tepuk lembut bedak ke seluruh wajah dan leher 
Flawless Finish Perfecting Loose Powder,cara_pemakaian,"4. Untuk hasil riasan yang natural, aplikasikan loose powder dengan kuas "
Muti-Glow Skin loving Liquid Blush,cara_pemakaian,1. Gunakan sedikit produk lalu blend lembut dengan jari manis & jari tengah. 
Muti-Glow Skin loving Liquid Blush,cara_pemakaian,2. Aplikasikan diatas kulit yang sudah lembap setelah day cream dan SS Cream. 
Muti-Glow Skin loving Liquid Blush,cara_pemakaian,3. Tambahkan layer untuk intensitas. 
Muti-Glow Skin loving Liquid Blush,cara_pemakaian,4. Set tipis dengan loose poeder jika ingin hasil matte.
Pro-Revival Hydrating Eye Serum,cara_pemakaian,1. Gunakan pagi dan malam hari setelah pemakaian Essence BSKIN. 
Pro-Revival Hydrating Eye Serum,cara_pemakaian,2. Tekan kemasan sampai sedikit serum keluar di roller ball. 
Pro-Revival Hydrating Eye Serum,cara_pemakaian,3. Gulirkan dari dalam ke luar area bawah mata. 
Pro-Revival Hydrating Eye Serum,cara_pemakaian,4. Pijat ringan dengan roller atau jari manis hingga meresap.
