product,section,content
HDI UltraX,kandungan,"Ekstrak Propolis (Propoelix™) Berfungsi sebagai antioksidan, membantu meningkatkan daya tahan tubuh, dan melawan inflamasi"
HDI UltraX,kandungan,Ekstrak Ecklonia bicyclis herba Membantu memperbaiki libido dan fungsi ereksi pada pria dengan kadar testosteron rendah hingga batas normal.
HDI UltraX,kandungan,"Ekstrak Ashwagandha (Withania somnifera) Mengurangi stres dan kecemasan, serta meningkatkan kekuatan fisik."
HDI UltraX,kandungan,Ekstrak Panax ginseng radix Membantu meningkatkan stamina dan mendukung fungsi kognitif
HDI TrimeeX,kandungan,Chitosan (jamur) Membantu mengikat lemak dalam usus dan mencegah penyerapan lemak berlebih.
HDI TrimeeX,kandungan,White Kidney Bean Membantu menghambat pencernaan karbohidrat dan menurunkan kalori terserap.
HDI TrimeeX,kandungan,Ekstrak Propolis (Propoelix™) Mengurangi peradangan dan dislipidemia.
HDI TrimeeX,kandungan,Ekstrak Kayu Manis Membantu menurukan kadar gula darah dan kolesterol.
HDI TrimeeX,kandungan,Ekstrak Nigella sativa (jintan hitam) Memperbaiki profil lipid dan tekanan darah.
HDI TrimeeX,kandungan,Ekstrak Jahe Meningkatkan kesehatan pencernaan dan metabolisme.
HDI TrimeeX,kandungan,Bee Pollen Meningkatkan kekebalan tubuh dan kesehatan usus.
HDI Lozenges Honey Lemon,kandungan,Stevia Sebagai pengganti gula alami yang tidak menambah kalori
HDI Lozenges Honey Lemon,kandungan,"Madu Menenangkan tenggorokan yang iritasi, meredakan batuk dan mempercepat penyembuhan"
HDI Lozenges Honey Lemon,kandungan,Ekstrak Propolis Melawan infeksi di tenggorokan dan meningkatkan sistem kekebalan tubuh
HDI Lozenges Honey Lemon,kandungan,"Peppermint Meredakan sakit tenggorokan, memberikan sensasi sejuk dan membuka saluran pernapasan"
HDI Lozenges Honey Lemon,kandungan,Minyak Lemon Menyegarkan tenggorokan dengan rasa citrus yang segar
HDI Lozenges Honey Lemon,kandungan,Elderflower Menenangkan tenggorokan yang meradang dan memberikan rasa floral yang menyenangkan
HDI Lozenges Honey Elderflower,kandungan,Stevia Sebagai pengganti gula alami yang tidak menambah kalori
HDI Lozenges Honey Elderflower,kandungan,"Madu Menenangkan tenggorokan yang iritasi, meredakan batuk dan mempercepat penyembuhan"
HDI Lozenges Honey Elderflower,kandungan,Ekstrak Propolis Melawan infeksi di tenggorokan dan meningkatkan sistem kekebalan tubuh
HDI Lozenges Honey Elderflower,kandungan,"Peppermint Meredakan sakit tenggorokan, memberikan sensasi sejuk dan membuka saluran pernapasan"
HDI Lozenges Honey Elderflower,kandungan,Minyak Lemon Menyegarkan tenggorokan dengan rasa citrus yang segar
HDI Lozenges Honey Elderflower,kandungan,Elderflower Menenangkan tenggorokan yang meradang dan memberikan rasa floral yang menyenangkan
HDI Herbal Remedy,kandungan,"HDI Clover Honey Memiliki sifat antibakteri dan antimikroba, menenangkan iritasi tenggorokan dan batuk. Sebuah tinjauan literatur PubMed menyatakan bahwa madu sama manjurnya dengan obat batuk OTC (Over The Counter / obat bebas)."
HDI Herbal Remedy,kandungan,"Ekstrak Propolis (Propoelix™) Bersifat antibakteri, antivirus, antijamur, dan antiinflamasi. Antioksidan tinggi, antivirus, dan senyawa aktifnya meningkatkan imunitas tubuh terhadap virus dan infeksi, termasuk saat ada infeksi saluran pernapasan."
HDI Herbal Remedy,kandungan,"Ekstrak Thyme Mengandung flavonoid yang mampu mengendurkan otot tenggorokan ketika batuk serta mengurangi peradangan dan gejala bronkitis akut. Bersifat antimikroba, antiinflamasi, dan imunomodulator, serta kaya akan antioksidan."
HDI Herbal Remedy,kandungan,"Ekstrak Jeruk Nipis (Lime) Membantu menenangkan ketidaknyamanan akibat batuk terus-menerus, memiliki fungsi mukolitik yang membantu melonggarkan dan membersihkan lendir dari saluran pernapasan. Berdasarkan penelitian, kombinasi jeruk nipis dan madu efektif digunakan dalam pengobatan penderita batuk."
HDI Herbal Remedy,kandungan,"Ekstrak Jahe (Ginger) Bersifat antiinflamasi sehingga memiliki aktivitas anti batuk kering atau asma, antioksidan, antimikroba, antipiretik, antidiabetik, dan anti muntah. Campuran madu dan jahe efektif mengobati sakit tenggorokan dan batuk kering, dan tidak ada efek samping yang ditimbulkan."
