product,section,content
Better Botanics Buzz Away Propolis Spray,kandungan,Ekstrak Propolis (Propoelix™) Bersifat antimikroba dan mendukung kesehatan kulit.
Better Botanics Buzz Away Propolis Spray,kandungan,Aloe Vera Meningkatkan hidrasi kulit dan memiliki efek antiinflamasi.
Better Botanics Buzz Away Propolis Spray,kandungan,Ekstrak Chamomile Menenangkan kulit dan mengurangi iritasi.
Better Botanics Propolis Soothing Balm,kandungan,Cocos Nucifera Oil Melembapkan kulit dan memiliki sifat antiinflamasi.
Better Botanics Propolis Soothing Balm,kandungan,Beeswax Merawat kulit gatal dan mengurangi risiko reaksi alergi.
Better Botanics Propolis Soothing Balm,kandungan,Prunus Amygdalus Dulcis Oil Membantu meredakan masalah kulit pada penderita eksim xerotic
Better Botanics Propolis Soothing Balm,kandungan,"Olea Europaea Husk Oil Bersifat antiinflamasi dan meredakan peradangan pada kulit yang menyebabkan gatal, membantu meredakan gatal, dan meningkatkan fungsi pelindung kulit pada penderita eksim xerotic."
Better Botanics Propolis Soothing Balm,kandungan,Candelilla (Euphorbia Cerifera) Wax Menjaga kelembapan alami kulit.
Better Botanics Propolis Soothing Balm,kandungan,Hamamelis Virginiana Leaf Extract Membantu meredakan peradangan pada kulit yang menyebabkan gatal.
Better Botanics Propolis Soothing Balm,kandungan,"Cymbopogon Nardus Oil Mengurangi rasa tidak nyaman dan iritasi kulit, serta memiliki aroma khas yang tidak disukai nyamuk, sehingga mencegah gigitan nyamuk."
Better Botanics Propolis Soothing Balm,kandungan,Propolis Extract (Propoelix™) Memiliki sifat antiinflamasi dan menurut penelitian dapat membantu pasien dengan atopic dermatitis.
Better Botanics Propolis Soothing Balm,kandungan,Leptospermum Scoparium Branch/Leaf Oil Membantu meredakan peradangan pada kulit yang menyebabkan gatal.
Better Botanics Propolis Soothing Balm,kandungan,Magnolia Officinalis Bark Extract Mengandung senyawa-senyawa bioaktif seperti magnolol dan honokiol untuk meredakan peradangan pada kulit yang menyebabkan gatal.
Better Botanics Propolis Soothing Balm,kandungan,Piper Nigrum Seed Extract Mengurangi rasa gatal pada kulit akibat tungau.
Better Botanics Propolis Soothing Balm,kandungan,"Honey Mempercepat proses penyembuhan luka, termasuk luka garukan akibat gatal, serta sebagai pelembap alami yang membantu mempercepat proses penyembuhan luka akibat garukan gatal."
Better Botanics Propolis Whitening Toothpaste,kandungan,"Propolis Extract (Propoelix™) Bersifat antibakteri, membantu menekan pertumbuhan bakteri Streptococcus mutans yang menyebabkan kerusakan gigi, dan mencegah peradangan serta infeksi di mulut."
Better Botanics Propolis Whitening Toothpaste,kandungan,Tea Tree Oil Bersifat antiinflamasi pada jaringan gingivitis (gusi) dan antimikrobia.
Better Botanics Propolis Whitening Toothpaste,kandungan,"Green Tea Extract Membantu mencegah peradangan gingival (radang gusi / gusi bengkak), peradangan periodontal (infeksi gusi yang berat), mencegah karies gigi, penyakit periodontal, serta mengurangi aktivitas bakteri di mulut dan mengurangi kemungkinan kanker mulut pada pengguna tembakau. "
Better Botanics Propolis Whitening Toothpaste,kandungan,"Peppermint (Menthae Piperita Oil) Bahan ini bermanfaat sebagai antibakteri, berfungsi memberikan kesegaran pada napas dan mengurangi bau mulut."
Better Botanics Propolis Whitening Toothpaste,kandungan,Papaya Extract Membantu mengurangi noda pada permukaan gigi dari plak dan menjadikan gigi tampak putih alami.
Better Botanics Propolis Whitening Toothpaste,kandungan,"Pomegranate Extract Mengandung polifenol dan antioksidan tinggi yang membantu mengurangi bintik-bintik gelap pada gigi, membantu mencerahkan gigi secara alami, dan menjaga kesehatan gusi."
Better Botanics Whitening Mouthwash,kandungan,Propolis Membantu mengurangi bakteri penyebab bau mulut.
Better Botanics Whitening Mouthwash,kandungan,Ekstrak Peppermint Memberikan sensasi segar pada mulut.
Better Botanics Whitening Mouthwash,kandungan,Ekstrak Pepaya Mengandung enzim yang membantu menghilangkan noda pada gigi serta mengurangi pembentukan plak.
Better Botanics Whitening Mouthwash,kandungan,Ekstrak Pomegranate Melindungi gigi dari kerusakan akibat radikal bebas dan membantu memudarkan noda permukaan gigi.
Better Botanics Whitening Mouthwash,kandungan,Xylitol Membantu memperkuat enamel gigi
Better Botanics Overnight Mask,kandungan,"Propolis Mengurangi inflamasi dan iritasi kulit, melindungi kulit dari radikal bebas, memperlambat penuaan dini."
Better Botanics Overnight Mask,kandungan,"Madu Membantu meningkatkan kelembapan kulit, menghambat pertumbuhan bakteri dan jamur, serta menjaga kebersihan kulit."
Better Botanics Overnight Mask,kandungan,"Royal Jelly Meningkatkan regenerasi kulit, mengurangi garis halus, dan kerutan serta memperbaiki jaringan kulit yang rusak"
Better Botanics Overnight Mask,kandungan,Minyak Biji Macadamia Mengandung asam palmitoleat untuk membantu mempertahankan kelembapan alami kulit.
Better Botanics Overnight Mask,kandungan,"Minyak Alpukat Kaya asam lemak esensial dan vitamin A, D dan E untuk menutrisi kulit."
Better Botanics Nourishing Shampoo,kandungan,Ekstrak Propolis (Propoelix™) Memiliki sifat antimikroba untuk melindungi kulit kepala dari infeksi dan menjaga mikrobioma kulit kepala.
Better Botanics Nourishing Shampoo,kandungan,Ekstrak Akar Panax Ginseng Meningkatkan aliran darah ke kulit kepala untuk merangsang pertumbuhan rambut yang lebih kuat.
Better Botanics Nourishing Shampoo,kandungan,"Ekstrak Biji Horse Chestnut Memperkuat folikel rambut, mengurangi peradangan kulit kepala, dan mengurangi ketombe."
Better Botanics Nourishing Shampoo,kandungan,"Pro Vitamin B5 (Panthenol) Melembabkan rambut, menjadikannya lebih elastis dan mudah diatur."
Better Botanics Nourishing Shampoo,kandungan,Vitamin B7 (Biotin) Membantu menebalkan rambut dan memperbaiki struktur kekuatan rambut.
Better Botanics Nourishing Shampoo,kandungan,"Multivitamin Complex (Vitamin A, E, F & B8) Melindungi rambut dari kerusakan akibat faktor eksternal seperti polusi."
Better Botanics Hair Serum,kandungan,Ekstrak Propolis (Propoelix™) Memiliki sifat antimikroba untuk membantu menjaga kesehatan kulit kepala.
Better Botanics Hair Serum,kandungan,Ekstrak Akar Panax Quinquefolium Meningkatkan sirkulasi darah di kulit kepala dan merangsang pertumbuhan rambut.
Better Botanics Hair Serum,kandungan,Rosa Damascena Flower Water Menenangkan kulit kepala yang iritasi dan mengurangi peradangan.
Better Botanics Hair Serum,kandungan,Royal Jelly Menutrisi folikel rambut dan meningkatkan elastisitas rambut.
Better Botanics Hair Serum,kandungan,Rosmarinus Officinalis (Rosemary) Leaf Oil Melindungi sel-sel rambut dari kerusakan.
Better Botanics Hair Serum,kandungan,Ekstrak Lorik Eropa Menguatkan akar rambut
Better Botanics Hair Serum,kandungan,Tea Tree Oil Mengurangi ketombe dan menjaga kebersihan kulit kepala.
Better Botanics Bio Body Wash,kandungan,"Ekstrak Propolis (PropoelixTM) Sebagai perlindungan alami, antimikroba, antiinflamasi, dan penyembuhan luka, serta cocok untuk kulit sensitif dan rentan iritasi."
Better Botanics Bio Body Wash,kandungan,"Niacinamide (Vitamin B3) Membantu meningkatkan produksi ceramide, menjaga kelembapan, dan memperbaiki warna kulit tidak merata, juga efektif untuk kulit kering dan kusam."
Better Botanics Bio Body Wash,kandungan,Madu Membantu hidrasi mendalam dan efek menenangkan.
Better Botanics Bio Body Wash,kandungan,"Rosa Damascena Flower Water Sebagai aromaterapi, antiinflamasi alami, dan mendukung kesegaran kulit."
Better Botanics Bio Body Wash,kandungan,"BioEcolia® (Alpha-Glucan Oligosaccharide) Membantu stimulasi pertumbuhan mikroorganisme baik, menghambat pertumbuhan patogen, dan mendukung sistem imun kulit"
Better Botanics Bio Body Wash,kandungan,"Tea Tree Oil Membantu mencegah jerawat, gatal, dan bau badan."
Better Botanics Bio Body Wash,kandungan,Aloe Vera Membantu memperbaiki kerusakan kulit dan dikenal sebagai penyembuh luka.
Better Botanics Face Wash,kandungan,"Ekstrak Propolis (PropoelixTM) Membantu melawan bakteri penyebab jerawat dan infeksi kulit lainnya, serta kaya antioksidan."
Better Botanics Face Wash,kandungan,"Aloe Vera Organik Menghidrasi kulit, menjadikannya lembut dan kenyal"
Better Botanics Face Wash,kandungan,"Niacinamide (Vitamin B3) Membantu meratakan warna kulit, mencegah penuaan dini, dan mencerahkan kulit"
Better Botanics Face Wash,kandungan,"Madu Memiliki antibakteri alami, membantu mencegah jerawat & infeksi kulit serta menutrisi kulit, sehingga halus dan bercahaya."
Better Botanics Face Wash,kandungan,Yogurt Sebagai eksfoliator alami yang mengangkat sel kulit mati dan menjaga keseimbangan mikrobioma kulit.
Better Botanics Face Wash,kandungan,"Mutivitamin Kombinasi beberapa vitamin (Vit B5, Vit C, Vit E, Vit. F) yang cepat menyerap ke dalam kulit & bersifat antioksidan untuk menangkal radikal bebas."
Better Botanics Face Wash,kandungan,Inulin Mendukung pertumbuhan bakteri baik pada kulit.
Better Botanics Intimate Wash,kandungan,"Ekstrak Propolis (PropoelixTM) Efektif melawan jamur penyebab kandidiasis vagina, mendukung terapi kandidiasis vulvovaginal, dan membantu mencegah infeksi saluran kemih (ISK) pada pria maupun wanita."
Better Botanics Intimate Wash,kandungan,"Ekstrak Daun Sirih Membantu mengatasi bau tidak sedap, mengurangi keputihan, dan menjaga kebersihan area intim."
Better Botanics Intimate Wash,kandungan,"Ekstrak Manjakani Membantu mengencangkan jaringan, mengurangi iritasi, dan memiliki sifat antimikroba yang baik untuk menjaga kesehatan area intim."
Better Botanics Intimate Wash,kandungan,Inulin Mendukung pertumbuhan bakteri baik di kulit dan menjaga keseimbangan mikrobioma alami.
Better Botanics Intimate Wash,kandungan,"Ekstrak Chamomile Membantu menenangkan iritasi dan peradangan, serta menjaga kenyamanan area intim dengan sifat antijamurnya yang menghambat pertumbuhan jamur Candida albicans."
Better Botanics Intimate Wash,kandungan,"Yogurt Powder Kaya probiotik dan asam laktat, membantu menjaga kelembapan, serta keseimbangan pH dan melindungi kulit area intim dari bakteri"
Better Botanics Intimate Wash,kandungan,"Aloe Vera Extract Membantu melembapkan dan mencegah rasa tidak nyaman, serta melawan mikroba penyebab infeksi di area intim"
Better Botanics Body Crème,kandungan,Ekstrak Propolis (PropoelixTM) Memberikan perlindungan alami pada kulit dan bersifat antimikroba
Better Botanics Body Crème,kandungan,"Ekstrak Teh Hijau dan Multivitamin (Vitamin C, B5, E) Sebagai antioksidan dan membantu meremajakan kulit"
Better Botanics Body Crème,kandungan,Niacinamide Membantu meratakan warna kulit dan mencegah penuaan dini.
Better Botanics Body Crème,kandungan,"Shea Butter Membantu melembapkan dan memperbaiki tekstur kulit, menjadikannya lebih halus dan lembut"
Better Botanics Body Crème,kandungan,Madu Membantu mempercepat regenerasi sel kulit dan meningkatkan elastisitas kulit
Better Botanics Body Crème,kandungan,Oat Kernel Flour Menenangkan dan melembapkan kulit secara alami
Better Botanics Body Crème,kandungan,Probiotik Bifida Ferment Lysate Mendukung daya tahan kulit.
Better Botanics Body Crème,kandungan,"7 Ekstrak Tumbuhan Alami Mengandung ekstrak buah naga, rosemary, Centella asiatica, Glycyrrhyza glabra, Camellia sinensis, Scutellaria baicalensis, dan Barberis vulgaris yang membantu menenangkan dan merevitalisasi kulit agar lebih sehat serta tampak lebih cerah."
